"Nummer","Unternehmen","PLZ","Ort","Konzernmarken","Umsatz","NettoDB","Preisumsetzung","Kundenklasse","Jahr","Prognose","Geo Point","Ortsname","Breitengrad","Längengrad","Quad"
1417,"E070487CCF4867DE7B7C7",91443,"Scheinfeld",4,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","A",2017,"notA","49.6720351147, 10.4750631638","Scheinfeld",49.6720351147,10.4750631638,"<50,2724/>9,7901"
1423,"A263A6AACDA11D1D69C977C0",38527,"Meine",6,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","A",2017,"notA","52.3769594868, 10.570293292","Meine",52.3769594868,10.570293292,">50,2724/>9,7901"
1427,"1747E7A9CD61F6DDEF45D7",76684,"Östringen",10,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2017,"notA","49.1898413202, 8.75224429658","Östringen",49.1898413202,8.75224429658,"<50,2724/<9,7901"
1428,"51B41C164FD03B2AB10FE78D",65550,"Limburg",5,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2017,"notA","50.3654431343, 8.09430544658","Limburg",50.3654431343,8.09430544658,">50,2724/<9,7901"
1440,"F06823FD64E35E64FA6F2424",95490,"Mistelgau",2,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","A",2017,"A","49.9070785636, 11.4194519846","Mistelgau",49.9070785636,11.4194519846,"<50,2724/>9,7901"
1442,"52EBA27FAB37B075B33B72D1",8132,"Mülsen",3,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2017,"A","50.740772466, 12.5780800828","Mülsen",50.740772466,12.5780800828,">50,2724/>9,7901"
1443,"A3AB9A3C9ADBD4721EBE9107",54318,"Mertesdorf",4,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2017,"notA","49.7702990062, 6.72446420445","Mertesdorf",49.7702990062,6.72446420445,"<50,2724/<9,7901"
1444,"F36B99BDBF23A4AE4C02B54F",75378,"Bad Liebenzell",3,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2017,"A","48.7729251552, 8.73448401917","Bad Liebenzell",48.7729251552,8.73448401917,"<50,2724/<9,7901"
1445,"72EBF4DEDFBA22253CDA7BE",44799,"Bochum",4,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2017,"notA","51.4531055181, 7.23394109838","Bochum",51.4531055181,7.23394109838,">50,2724/<9,7901"
1446,"57EE2CBC257C92FB5E43A37E",24248,"Mönkeberg",6,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2017,"notA","54.3480639687, 10.1948647398","Mönkeberg",54.3480639687,10.1948647398,">50,2724/>9,7901"
1448,"510C18146CF07DE297A25E43",53359,"Rheinbach",3,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2017,"notA","50.6155367152, 6.95015103834","Rheinbach",50.6155367152,6.95015103834,">50,2724/<9,7901"
1452,"520FA254B730872821CFCF28",89561,"Dischingen",3,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2017,"notA","48.7031611292, 10.4019328851","Dischingen",48.7031611292,10.4019328851,"<50,2724/>9,7901"
1453,"A34F9A1786DCE32F8C4A2CFE",95490,"Mistelgau",5,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2017,"A","49.9070785636, 11.4194519846","Mistelgau",49.9070785636,11.4194519846,"<50,2724/>9,7901"
1454,"F38F9996A32493F3DEF68B6",72766,"Reutlingen",9,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2017,"A","48.4796838164, 9.22027038661","Reutlingen",48.4796838164,9.22027038661,"<50,2724/<9,7901"
1456,"570A2C97397BA5A6CCB71E87",45307,"Essen",6,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","A",2017,"A","51.4641149555, 7.08608241641","Essen",51.4641149555,7.08608241641,">50,2724/<9,7901"
1464,"796BB4FCEDBE4EA75601E70",96182,"Reckendorf",2,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2017,"A","50.0276834769, 10.8325415858","Reckendorf",50.0276834769,10.8325415858,"<50,2724/>9,7901"
1467,"522455AABFC2C084CB1F13B0",50668,"Köln",3,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2017,"A","50.9499800775, 6.96284097605","Köln",50.9499800775,6.96284097605,">50,2724/<9,7901"
1472,"A067D7A955EE5E49D0F7610D",83075,"Bad Feilnbach",5,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2017,"A","47.7871129819, 11.9995353376","Bad Feilnbach",47.7871129819,11.9995353376,"<50,2724/>9,7901"
1477,"5278518380E5B1117F461787",21272,"Eggestorf",5,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2017,"A","53.1796154853, 10.0486815001","Eggestorf",53.1796154853,10.0486815001,">50,2724/>9,7901"
1480,"1BBF03230E91697EF1B556",4938,"Uebigau-Wahrenbrück",2,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","A",2017,"A","51.6074803963, 13.3228447303","Uebigau-Wahrenbrück",51.6074803963,13.3228447303,">50,2724/>9,7901"
1495,"6FC2A10D24D4C28922C1405",73574,"Iggingen",7,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2017,"A","48.8353951705, 9.88368566803","Iggingen",48.8353951705,9.88368566803,"<50,2724/>9,7901"
1496,"395892266B80D5257B74245C",59759,"Arnsberg",6,"Niedriger Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2017,"A","51.4324561361, 8.00866518253","Arnsberg",51.4324561361,8.00866518253,">50,2724/<9,7901"
1504,"3F5EA6A53E0BD61AE7A432F",84494,"Neumarkt-Sankt Veit",5,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2017,"A","48.3514346568, 12.5163072729","Neumarkt-Sankt Veit",48.3514346568,12.5163072729,"<50,2724/>9,7901"
1505,"6F9EA5241BF37DBD72DD40D0",25491,"Hetlingen",4,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2017,"A","53.641966175, 9.54757800771","Hetlingen",53.641966175,9.54757800771,">50,2724/<9,7901"
1525,"6F26A12638D33B755470F91E",26571,"Juist, Memmert",5,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","A",2017,"A","53.6398045404, 6.88506831353","Juist, Memmert",53.6398045404,6.88506831353,">50,2724/<9,7901"
1528,"99F4955934E93FCC61CEB8FC",14823,"Niemegk",5,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2017,"A","52.0528409478, 12.660343739","Niemegk",52.0528409478,12.660343739,">50,2724/>9,7901"
1529,"C93496D811114F1033729CB4",84574,"Taufkirchen",7,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2017,"notA","48.1411828762, 12.44573724","Taufkirchen",48.1411828762,12.44573724,"<50,2724/>9,7901"
1530,"3B7714DBFB3DD1DD289AEE09",86643,"Rennertshofen",2,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2017,"notA","48.7731601154, 11.0478394406","Rennertshofen",48.7731601154,11.0478394406,"<50,2724/>9,7901"
1537,"68E8A9333A222A5E78125F1D",79737,"Herrischried",4,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2017,"notA","47.6733661855, 7.99211532841","Herrischried",47.6733661855,7.99211532841,"<50,2724/<9,7901"
1541,"6BEB1373E1E2D094CE7FCE76",24994,"Medelby",7,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2017,"A","54.8243820111, 9.17064757775","Medelby",54.8243820111,9.17064757775,">50,2724/<9,7901"
1566,"6B24E4A6F517A065B65BAF17",88524,"Uttenweiler",8,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2017,"notA","48.1578604649, 9.61079026285","Uttenweiler",48.1578604649,9.61079026285,"<50,2724/<9,7901"
1567,"9A64DCE5C4FBC4621BDE4CC1",17440,"Kröslin, Krummin, Lassan u.a.",8,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2017,"A","53.9507710109, 13.8100028983","Kröslin, Krummin, Lassan u.a.",53.9507710109,13.8100028983,">50,2724/>9,7901"
1570,"68275EE62ED75AAF363240",56321,"Rhens",2,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2017,"A","50.2724050335, 7.59159347466","Rhens",50.2724050335,7.59159347466,"<50,2724/<9,7901"
1576,"6B78E08FCA30D1F02027320",4158,"Leipzig",6,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2017,"notA","51.4025353109, 12.3341806989","Leipzig",51.4025353109,12.3341806989,">50,2724/>9,7901"
1577,"9A38D8CCFBDCB5F7AF8748F6",84104,"Rudelzhausen",6,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2017,"notA","48.587436542, 11.783355919","Rudelzhausen",48.587436542,11.783355919,"<50,2724/>9,7901"
1591,"8047171A1FA0FB69F8064E7A",93343,"Essing",7,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","A",2017,"notA","48.940497333, 11.803947338","Essing",48.940497333,11.803947338,"<50,2724/>9,7901"
1595,"229892B1EF5364ED50BD40E",59075,"Hamm",7,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2017,"notA","51.7056908382, 7.7477086262","Hamm",51.7056908382,7.7477086262,">50,2724/<9,7901"
1604,"72BC911BD6AC236CC5438509",32805,"Horn-Bad Meinberg",9,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2017,"notA","51.8701842627, 8.96895965782","Horn-Bad Meinberg",51.8701842627,8.96895965782,">50,2724/<9,7901"
1605,"D33CAAD9C2B837B73A7A4297",74564,"Crailsheim",5,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2017,"notA","49.1311293978, 10.0553819973","Crailsheim",49.1311293978,10.0553819973,"<50,2724/>9,7901"
1608,"217F28DA2894A97A2192302A",86514,"Ustersbach",5,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2017,"notA","48.3224307612, 10.6399156705","Ustersbach",48.3224307612,10.6399156705,"<50,2724/>9,7901"
1612,"247AA619A6DF8BF4CCEAE185",71636,"Ludwigsburg",6,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2017,"notA","48.8883879039, 9.16679860833","Ludwigsburg",48.8883879039,9.16679860833,"<50,2724/<9,7901"
1613,"72E09532E98B52F9711A813E",79238,"Ehrenkirchen",6,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2017,"notA","47.9088560502, 7.76375645884","Ehrenkirchen",47.9088560502,7.76375645884,"<50,2724/<9,7901"
1615,"D360AEF0FD9F46228E2346A0",86153,"Augsburg",4,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2017,"notA","48.3774599367, 10.9024894927","Augsburg",48.3774599367,10.9024894927,"<50,2724/>9,7901"
1618,"21232CF317B3D8EF95CB341D",35756,"Mittenaar",4,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2017,"notA","50.6860394599, 8.38940553503","Mittenaar",50.6860394599,8.38940553503,">50,2724/<9,7901"
1632,"25B29A8FF1A5429BBB9D742",6780,"Zörbig",5,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2017,"notA","51.6368368577, 12.1230790711","Zörbig",51.6368368577,12.1230790711,">50,2724/>9,7901"
1635,"D2A89266AAE58F4DF954A067",29227,"Celle",8,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2017,"A","52.5942949828, 10.1120733397","Celle",52.5942949828,10.1120733397,">50,2724/>9,7901"
1637,"702B13E46531615CB000F692",65599,"Dornburg",8,"Niedriger Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2017,"notA","50.5117569123, 8.02253663551","Dornburg",50.5117569123,8.02253663551,">50,2724/<9,7901"
1644,"230CAA0E870EDC17C625FE48",78664,"Eschbronn",4,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2017,"notA","48.1914018701, 8.45069795778","Eschbronn",48.1914018701,8.45069795778,"<50,2724/<9,7901"
1649,"D14F280D6D2242DADDCD8CF5",91282,"Betzenstein",6,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2017,"notA","49.672678065, 11.4154877757","Betzenstein",49.672678065,11.4154877757,"<50,2724/>9,7901"
1653,"2350AE27B829AD82727CFA7F",69124,"Heidelberg",2,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2017,"A","49.3750287582, 8.64633786806","Heidelberg",49.3750287582,8.64633786806,"<50,2724/<9,7901"
1655,"82D095E5AC3DB9598D453DE1",19374,"Domsühl, Mestlin, Obere Warnow u.a.",3,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2017,"notA","53.525734835, 11.8245391403","Domsühl, Mestlin, Obere Warnow u.a.",53.525734835,11.8245391403,">50,2724/>9,7901"
1657,"2053146763E95748C4116B14",71636,"Ludwigsburg",11,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2017,"notA","48.8883879039, 9.16679860833","Ludwigsburg",48.8883879039,9.16679860833,"<50,2724/<9,7901"
1658,"D1132C245205334F699488C2",1328,"Dresden",2,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2017,"A","51.0421726226, 13.9076698718","Dresden",51.0421726226,13.9076698718,">50,2724/>9,7901"
1661,"25569AA4EDA275C62969BABB",41748,"Viersen",5,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2017,"A","51.274170781, 6.39798599159","Viersen",51.274170781,6.39798599159,">50,2724/<9,7901"
1663,"2024E7B0543C61719A98B3BB",4425,"Taucha",6,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2017,"notA","51.3904235673, 12.5077405095","Taucha",51.3904235673,12.5077405095,">50,2724/>9,7901"
1665,"81A4DC72402875AA65A17425",96148,"Baunach",7,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2017,"notA","49.9955195256, 10.8210389675","Baunach",49.9955195256,10.8210389675,"<50,2724/>9,7901"
1670,"76E2D0B2244FC9E99331D737",71032,"Böblingen",8,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2017,"A","48.6844624052, 9.05046814529","Böblingen",48.6844624052,9.05046814529,"<50,2724/<9,7901"
1679,"82FB621BA4CFFEF56795E179",71554,"Weissach im Tal",4,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2017,"notA","48.9216519622, 9.49612303821","Weissach im Tal",48.9216519622,9.49612303821,"<50,2724/<9,7901"
1682,"4B042415BF59545968F9592",24253,"Probsteierhagen",5,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2017,NA,"54.3629333057, 10.2927953493","Probsteierhagen",54.3629333057,10.2927953493,">50,2724/>9,7901"
1683,"1BC427949AA17599CC16A428",48739,"Legden",10,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2017,"notA","52.0460903551, 7.10067608209","Legden",52.0460903551,7.10067608209,">50,2724/<9,7901"
1686,"48079E556499FF8F28C7110B",97896,"Freudenberg, Collenberg",6,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2017,"notA","49.7445007841, 9.34854799387","Freudenberg, Collenberg",49.7445007841,9.34854799387,"<50,2724/<9,7901"
1688,"E987A597708DEB54D7FED695",59075,"Hamm",2,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2017,"A","51.7056908382, 7.7477086262","Hamm",51.7056908382,7.7477086262,">50,2724/<9,7901"
1689,"B947A61655759B888542F2DD",36419,"Geisa",6,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","A",2017,"A","50.7044525387, 9.97243164816","Geisa",50.7044525387,9.97243164816,">50,2724/>9,7901"
1692,"4B58203C807E74D02AF38457",23860,"Klein Wesenberg",6,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2017,"notA","53.8011103522, 10.5600694462","Klein Wesenberg",53.8011103522,10.5600694462,">50,2724/>9,7901"
1696,"485B9A7C5BBE8E1A9C9E153C",10623,"Berlin Charlottenburg",3,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2017,"A","52.5023392831, 13.3194250957","Berlin Charlottenburg",52.5023392831,13.3194250957,">50,2724/>9,7901"
1700,"4D5E14BFD5F5AC9471E6C493",24983,"Handewitt",9,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2017,"notA","54.7605596872, 9.31741492857","Handewitt",54.7605596872,9.31741492857,">50,2724/<9,7901"
1701,"1D9E173EF00DDC48235AE0DB",86694,"Niederschönenfeld",3,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2017,"A","48.7222115331, 10.9207510858","Niederschönenfeld",48.7222115331,10.9207510858,"<50,2724/>9,7901"
1719,"B9A3A63D4972ACD517B64F24",47059,"Duisburg",8,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2017,"notA","51.4391567124, 6.7403321613","Duisburg",51.4391567124,6.7403321613,">50,2724/<9,7901"
1726,"4977A6C110C37028791D4E02",66132,"Saarbrücken",7,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2017,"A","49.2256391646, 7.07799762018","Saarbrücken",49.2256391646,7.07799762018,"<50,2724/<9,7901"
1727,"19B7A540353BF4E541491B",4315,"Leipzig",7,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2017,"notA","51.3445565996, 12.4079946628","Leipzig",51.3445565996,12.4079946628,">50,2724/>9,7901"
1728,"E8F79D034D7A93282F7D995",51105,"Köln",10,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2017,"notA","50.9182547512, 6.99651396505","Köln",50.9182547512,6.99651396505,">50,2724/<9,7901"
1729,"B8379E82212F142FD498ADD4",67808,"Steinbach, Weitersweiler, Bennhausen, Mörsfeld, Würzweiler, Ruppertsecke",6,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2017,"notA","49.6006267031, 7.83739205209","Steinbach, Weitersweiler, Bennhausen, Mörsfeld, Würzweiler, Ruppertsecke",49.6006267031,7.83739205209,"<50,2724/<9,7901"
1733,"1AE81B29D1DC8BAB2995FF16",83236,"Übersee",8,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2017,"notA","47.8267671003, 12.4774575821","Übersee",47.8267671003,12.4774575821,"<50,2724/>9,7901"
1735,"BB6820EBC5C89F70D6AC3888",47800,"Krefeld",3,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2017,"notA","51.3501409844, 6.60188943324","Krefeld",51.3501409844,6.60188943324,">50,2724/<9,7901"
1738,"E8AB992A3BF01566327D8DAB",82211,"Herrsching a. Ammersee",9,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2017,"notA","48.0079482167, 11.1660822005","Herrsching a. Ammersee",48.0079482167,11.1660822005,"<50,2724/>9,7901"
1745,"BB8C20C0D9CFA82D44588571",97839,"Esselbach",6,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2017,"notA","49.8816705909, 9.51714833018","Esselbach",49.8816705909,9.51714833018,"<50,2724/<9,7901"
1746,"49CFA2C333E336E05FB0F7CC",21380,"Artlenburg",5,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2017,"notA","53.3644456298, 10.4864889517","Artlenburg",53.3644456298,10.4864889517,">50,2724/>9,7901"
1758,"E8139D2818D053AE14D03465",78554,"Aldingen",4,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2017,"A","48.0939589782, 8.68293498387","Aldingen",48.0939589782,8.68293498387,"<50,2724/<9,7901"
1760,"1C562BA8A7771527542D61C",66849,"Landstuhl",9,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2017,"notA","49.4034998501, 7.5600681847","Landstuhl",49.4034998501,7.5600681847,"<50,2724/<9,7901"
1761,"49E4553D3B11714CB5602B54",36355,"Grebenhain",4,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2017,"A","50.4953847681, 9.33894774247","Grebenhain",50.4953847681,9.33894774247,">50,2724/<9,7901"
1766,"1A27ECFCC529FB5A51B19E77",56321,"Rhens",4,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2017,"A","50.2724050335, 7.59159347466","Rhens",50.2724050335,7.59159347466,"<50,2724/<9,7901"
1768,"BBA7D73ED13DEF81AE8859E9",55543,"Bad Kreuznach",3,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2017,"notA","49.8294145749, 7.87307965106","Bad Kreuznach",49.8294145749,7.87307965106,"<50,2724/<9,7901"
1774,"B8F8695735DA64DEACBCCCB5",9405,"Zschopau, Gornau",6,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2017,"A","50.7471725724, 13.0571963163","Zschopau, Gornau",50.7471725724,13.0571963163,">50,2724/>9,7901"
1776,"1A7BE8D5FA0E8ACFE5E89A40",36093,"Künzell",7,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2017,"notA","50.5212334535, 9.75464433898","Künzell",50.5212334535,9.75464433898,">50,2724/<9,7901"
1777,"EB3BD096CBE2EEC8486D7996",42105,"Wuppertal",3,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2017,"A","51.2621640325, 7.1389933171","Wuppertal",51.2621640325,7.1389933171,">50,2724/<9,7901"
1780,"1F7E66167445A8418905BBD",75173,"Pforzheim",8,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2017,"A","48.880819112, 8.67838332769","Pforzheim",48.880819112,8.67838332769,"<50,2724/<9,7901"
1784,"9D47821D6903BE916347D2D",91747,"Westheim",7,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2017,"A","49.0023898561, 10.6783052709","Westheim",49.0023898561,10.6783052709,"<50,2724/>9,7901"
1791,"3C9BBDF642306EA747CCE70A",27308,"Kirchlinteln",3,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2017,"notA","52.9291403574, 9.36103875995","Kirchlinteln",52.9291403574,9.36103875995,">50,2724/<9,7901"
1800,"6CBFBE5C7BCF292687847EBB",97486,"Königsberg i. Bay.",3,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2017,"A","50.075397678, 10.5846865236","Königsberg i. Bay.",50.075397678,10.5846865236,"<50,2724/>9,7901"
1803,"9DFF861F4A234D212A019D6D",66849,"Landstuhl",5,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2017,"A","49.4034998501, 7.5600681847","Landstuhl",49.4034998501,7.5600681847,"<50,2724/<9,7901"
1804,"6FBC41CB7A559ACB084242",64293,"Darmstadt",4,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2017,"notA","49.8823152133, 8.62896143531","Darmstadt",49.8823152133,8.62896143531,"<50,2724/<9,7901"
1809,"3A79895EBBC38F1FA5F28C3",61206,"Wöllstadt",7,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2017,"A","50.2831158995, 8.75814559312","Wöllstadt",50.2831158995,8.75814559312,">50,2724/<9,7901"
1815,"3F203B49C47BE5E0E5A78F",91487,"Vestenbergsgreuth",8,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2017,"notA","49.7009150965, 10.6543666881","Vestenbergsgreuth",49.7009150965,10.6543666881,"<50,2724/>9,7901"
1817,"9EA03876AEC4C67E2835831",9599,"Freiberg",3,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2017,"notA","50.9146236639, 13.3340412413","Freiberg",50.9146236639,13.3340412413,">50,2724/>9,7901"
1825,"3EB43B0BD28D6A5F14222D5F",23858,"Reinfeld (Holstein)",6,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2017,"notA","53.8347499847, 10.4809012726","Reinfeld (Holstein)",53.8347499847,10.4809012726,">50,2724/>9,7901"
1834,"6E283CA3C8526B16F2C7D20",89604,"Allmendingen",4,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","A",2017,"A","48.3147746873, 9.7912835316","Allmendingen",48.3147746873,9.7912835316,"<50,2724/<9,7901"
1837,"9F684E0710022FF9BD34F23",63916,"Amorbach",5,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2017,"notA","49.6546014483, 9.27780744664","Amorbach",49.6546014483,9.27780744664,"<50,2724/<9,7901"
1840,"6DCF86C8F95A4222448D4D",99091,"Erfurt",6,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","A",2017,"A","51.0193408846, 10.9972844286","Erfurt",51.0193408846,10.9972844286,">50,2724/>9,7901"
1843,"9C8FBE8B3E79C2867BDBC264",51503,"Rösrath",3,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2017,"A","50.9061723232, 7.18382136453","Rösrath",50.9061723232,7.18382136453,">50,2724/<9,7901"
1851,"3D538160154AA7C830BB1CD",17335,"Strasburg",9,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2017,"A","53.5383189963, 13.7499249613","Strasburg",53.5383189963,13.7499249613,">50,2724/>9,7901"
1855,"3E503B20CE8A5D0286D690A6",21436,"Marschacht",3,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2017,"notA","53.3938591196, 10.3517042563","Marschacht",53.3938591196,10.3517042563,">50,2724/>9,7901"
1863,"9FA7F335ED4B7FE027668F97",69253,"Heiligkreuzsteinach",6,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2017,"notA","49.4974513013, 8.79016733653","Heiligkreuzsteinach",49.4974513013,8.79016733653,"<50,2724/<9,7901"
1867,"9CA44975368B852A910B1EFC",48155,"Münster",5,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2017,"A","51.9515193351, 7.67098422476","Münster",51.9515193351,7.67098422476,">50,2724/<9,7901"
1873,"9FFBF71CD26CE75A67E355F",75056,"Sulzfeld",5,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2017,"notA","49.1062915101, 8.86223516307","Sulzfeld",49.1062915101,8.86223516307,"<50,2724/<9,7901"
